cat,案號,主管機關,名稱,類別,進度,說明
B08,0760081A,環境部,苗栗縣三義地區陸上砂石堆積層規劃開發環境影響說明書,說明書,有條件通過,
B08,1110111N,屏東縣,安堃企業有限公司砂石碎解洗選場開發計畫環境影響說明書,說明書,審查中,
B08,1110041N,屏東縣,豐光砂石企業股份有限公司砂石碎解洗選場開發計畫環境影響說明書,說明書,通過審查,此為定稿本
B08,1100071N,屏東縣,吉祥砂石股份有限公司砂石碎解洗選場擴大土地變更核定礦業用地開發計畫環境影響說明書,說明書,通過審查,
B08,1090041N,屏東縣,廣豐工業股份有限公司砂石碎解洗選場丁種建築用地擴廠開發計畫,說明書,通過審查,
B08,1090021N,屏東縣,元祖砂石有限公司砂石碎解洗選場開發計畫環境影響說明書,說明書,通過審查,
B08,1090011N,屏東縣,眾宏實業有限公司砂石碎解洗選場開發計畫環境影響說明書,說明書,通過審查,
B08,1080121N,屏東縣,有利開發企業有限公司砂石碎解洗選場開發計畫環境影響說明書,說明書,通過審查,
B08,1080071N,屏東縣,鳳勝實業股份有限公司預拌混凝土廠新設砂石碎解洗選場開發計畫環境影響說明書,說明書,通過審查,
B08,1080061N,屏東縣,北安砂石有限公司砂石碎解洗選場開發計畫環境影響說明書,說明書,通過審查,
B08,1080051N,屏東縣,協隆砂石企業社砂石碎解洗選場開發計畫環境影響說明書,說明書,通過審查,
B08,1110111N,屏東縣,安堃企業有限公司砂石碎解洗選場開發計畫環境影響說明書,說明書,審查中,
B08,1110041N,屏東縣,豐光砂石企業股份有限公司砂石碎解洗選場開發計畫環境影響說明書,說明書,通過審查,此為定稿本
B08,1100071N,屏東縣,吉祥砂石股份有限公司砂石碎解洗選場擴大土地變更核定礦業用地開發計畫環境影響說明書,說明書,通過審查,
B08,1090041N,屏東縣,廣豐工業股份有限公司砂石碎解洗選場丁種建築用地擴廠開發計畫,說明書,通過審查,
B08,1090021N,屏東縣,元祖砂石有限公司砂石碎解洗選場開發計畫環境影響說明書,說明書,通過審查,
B08,1090011N,屏東縣,眾宏實業有限公司砂石碎解洗選場開發計畫環境影響說明書,說明書,通過審查,
B08,1080121N,屏東縣,有利開發企業有限公司砂石碎解洗選場開發計畫環境影響說明書,說明書,通過審查,
B08,1080071N,屏東縣,鳳勝實業股份有限公司預拌混凝土廠新設砂石碎解洗選場開發計畫環境影響說明書,說明書,通過審查,
B08,1080061N,屏東縣,北安砂石有限公司砂石碎解洗選場開發計畫環境影響說明書,說明書,通過審查,
B08,1080051N,屏東縣,協隆砂石企業社砂石碎解洗選場開發計畫環境影響說明書,說明書,通過審查,
B08,1110111N,屏東縣,安堃企業有限公司砂石碎解洗選場開發計畫環境影響說明書,說明書,審查中,
B08,1110041N,屏東縣,豐光砂石企業股份有限公司砂石碎解洗選場開發計畫環境影響說明書,說明書,通過審查,此為定稿本
B08,1100071N,屏東縣,吉祥砂石股份有限公司砂石碎解洗選場擴大土地變更核定礦業用地開發計畫環境影響說明書,說明書,通過審查,
B08,1090041N,屏東縣,廣豐工業股份有限公司砂石碎解洗選場丁種建築用地擴廠開發計畫,說明書,通過審查,
B08,1090021N,屏東縣,元祖砂石有限公司砂石碎解洗選場開發計畫環境影響說明書,說明書,通過審查,
B08,1090011N,屏東縣,眾宏實業有限公司砂石碎解洗選場開發計畫環境影響說明書,說明書,通過審查,
B08,1080121N,屏東縣,有利開發企業有限公司砂石碎解洗選場開發計畫環境影響說明書,說明書,通過審查,
B08,1080071N,屏東縣,鳳勝實業股份有限公司預拌混凝土廠新設砂石碎解洗選場開發計畫環境影響說明書,說明書,通過審查,
B08,1080061N,屏東縣,北安砂石有限公司砂石碎解洗選場開發計畫環境影響說明書,說明書,通過審查,
B08,1080051N,屏東縣,協隆砂石企業社砂石碎解洗選場開發計畫環境影響說明書,說明書,通過審查,
B08,0940481A,環境部,大鵬灣國家風景區建設開發案屏東枋寮鄉大營段100-9等地號土地土石採取計畫環境影響說明書,說明書,有條件通過,
B08,0940021C,宜蘭縣,錦東礦業社砂石碎解洗選加工廠興辦事業計畫環境影響說明書,說明書,有條件通過,
B08,0940021X,高雄市,永駿豐及潤群建設土石採取場開發計畫環境影響說明書,說明書,有條件通過,因年代久遠繳費日期僅供參考
B08,0940011C,宜蘭縣,禮展企業有限公司砂石碎解洗選加工廠興辦事業計畫環境影響說明書,說明書,有條件通過,
B08,0930011X,高雄市,圓潭子土石採取計畫環境影響說明書,說明書,有條件通過,因年代久遠繳費日期僅供參考
B08,0920371A,環境部,茂勝工程有限公司土石採取計畫環境影響說明書,說明書,不應開發,
B08,0920031C,宜蘭縣,東來欣砂石碎解洗選加工場興辦事業計畫,說明書,有條件通過,
B08,0910401A,環境部,屏東六塊厝借土區工程環境影響說明書,說明書,廢止結論,屏東縣政府於110年12月30日廢…
B08,0910321A,環境部,彰化縣花壇鄉三家春段806等地號土石採取申請案環境影響說明書,說明書,有條件通過,有條件通過環境影響評估
B08,0910191A,環境部,苗栗縣三義鄉雙草湖段98~141地號等及銅鑼鄉新雞隆段2540地號等土地土石採取聯合申請案環境影響說明書,說明書,不應開發,
B08,0900761A,環境部,台南縣關廟鄉埤子頭段257-12等21筆土石採取計畫環境影響說明書,說明書,退件/撤銷/駁回,
B08,0900531A,環境部,國道第二高速公路九如林邊段第C385、C386標工程屏東縣泰武鄉武潭段1191等17筆土地土石採取計畫環境影響說明書,說明書,有條件通過,
B08,0900272A,環境部,三義和工業及銅鑼實業公司聯合申請採取三義鄉雙草湖段、銅鑼鄉新雞隆段地號等61筆土地土石環境影響評估報告書,評估報告書,不應開發,本開發案開發單位擬提替代方案重新送…
B08,0900211A,環境部,台南縣東山鄉前大埔段140-2、141-2號土地土石採取環境影響說明書,說明書,不應開發,第79次委員會
B08,0890331A,環境部,苗栗縣三義土石專用區開採計畫環境影響說明書,說明書,進入二階,
B08,0890241A,環境部,"建惠企業社宜蘭縣南澳鄉武塔段1362-69,1375,1375-1地號等三筆土地申請陸上土石採取計畫環境影響說明書",說明書,有條件通過,
B08,0890011C,宜蘭縣,建惠企業社申請陸上土方採取計畫環境影響說明書,說明書,有條件通過,
B08,0882131A,環境部,信大水泥第二礦場第三採掘場開發案環境影響說明書,說明書,有條件通過,
B08,0881232A,環境部,亞洲水泥股份有限公司新竹製造廠玉山礦場及四份子捨石場環境影響評估報告書,評估報告書,有條件通過,
B08,0880221L,臺南縣,臺南縣玉井鄉口宵里段山坡地土石採取事業計畫環境影響說明書,說明書,有條件通過,
B08,0880051T,臺中市,增泰預拌混凝土廠設立計畫環境影響說明書,說明書,有條件通過,
B08,0880041L,臺南縣,臺南縣大內鄉鳴頭段土石採取暨營建棄土場工程環境影響說明書,說明書,進入二階,
B08,0880012E,新竹縣,亞泥公司新竹縣製造廠玉山礦場及捨石場部份自(私)有土地補辦礦業用地編定,評估報告書,有條件通過,評估報告書
B08,0870962A,環境部,桃園縣龜山鄉土石採取專用區開發計畫第一期第一區示範實驗區(龜山土石採取專用區開發計畫)環境影響評估報告書,評估報告書,有條件通過,
B08,0870051L,臺南縣,"臺南縣白河鎮關子嶺段546-3,546-4,546-5,546-7,546-8號等土地土石採取",說明書,有條件通過,
B08,0870041L,臺南縣,港威砂石有限公司臺南縣白河鎮關子嶺段土石採取案環境影響說明書,說明書,有條件通過,
B08,0870021D,桃園市,桃園縣龜山鄉土時採取專用區開發計畫,說明書,有條件通過,本案書件摘要依870962A案內容…
B08,0870011L,臺南縣,時祥行有限公司臺南縣白河鎮六重溪段土石採取案環境影響說明書,說明書,有條件通過,
B08,0861111A,環境部,中華工程股份有限公司里港碎石廠增設瀝青拌合廠環境影響說明書,說明書,有條件通過,因資料老舊，固繳費日期僅供參考。
B08,0860951A,環境部,幸福水泥股份有限公司(福安石礦)環境影響說明書,說明書,通過審查,因資料缺漏，故繳費日期僅供參考
B09,0831201A,環境部,建國工程股份有限公司(合盛原石礦)環境影響說明書,說明書,有條件通過,因資料老舊，繳費日期僅供參考
B09,0790351A,環境部,雄星探礦場和平溪口砂金開採計畫環境影響說明書,說明書,有條件通過,
B09,0780112A,環境部,東南、正泰水泥股份有限公司大崗山石灰石礦區環境影響及防治計畫評估報告書,評估報告書,有條件通過,
B09,0770102A,環境部,大崗廠建廠及採礦計畫環境影響評估報告,評估報告書,通過審查,本署於109.10.5同意解除本案…
B09,1100491A,環境部,臺濟採字第5272號大理石礦礦業權礦區申請核定貯礦場礦業用地環境影響說明書,說明書,通過審查,本書件為定稿本
B09,1080821A,環境部,永侒實業股份有限公司所領臺濟採字第4384號礦區申請核定礦業用地案環境影響說明書,說明書,進入二階,本書件為109年2月版修訂本
B09,1060191A,環境部,向陽礦業股份有限公司為所領臺濟採字第5138號礦區申請核定暨變更核定礦業用地環境影響說明書,說明書,通過審查,
B09,1050039A,環境部,萬達鑛業股份有限公司臺濟採字第5310號申請核定及更正核定礦業用地第二階段環境影響評估範疇界定,範疇界定,,已完成範疇界定
B09,1040911A,環境部,羅慶江所領臺濟採字第5647號礦業權申請核定礦業用地環境影響說明書,說明書,進入二階,1.本案依本署環評審查委員會決議與…
B09,1040311A,環境部,亞洲水泥股份有限公司所領臺濟採字第5640號礦區申請核定礦業用地環境影響說明書,說明書,退件/撤銷/駁回,本書件為修訂本，105.1.21開…
B09,1040151A,環境部,羅慶仁(代表人)等所領臺濟採字第5645號礦業權申請核定礦業用地案環境影響說明書,說明書,進入二階,1.本案依本署環評審查委員會決議與…
B09,1031061A,環境部,榮豐礦業股份有限公司所領臺濟採字第5534號花蓮縣秀林鄉大濁水礦場申請核定及變更核定礦業用地環境影響說明書,說明書,不應開發,本書件為第3次修訂本
B09,1021621A,環境部,萬達鑛業股份有限公司臺濟採字第5310號申請核定及更正核定礦業用地環境影響說明書,說明書,進入二階,本書件為修訂本
B09,1020351A,環境部,潤泰水泥股份有限公司為所領台濟採字第5569號大理石礦採礦權申請核定暨更正核定礦業用地環境影響說明書,說明書,其他,"本案審查結論別為不予通過,本書件為…"
B09,1100491A,環境部,臺濟採字第5272號大理石礦礦業權礦區申請核定貯礦場礦業用地環境影響說明書,說明書,通過審查,本書件為定稿本
B09,1080821A,環境部,永侒實業股份有限公司所領臺濟採字第4384號礦區申請核定礦業用地案環境影響說明書,說明書,進入二階,本書件為109年2月版修訂本
B09,1060191A,環境部,向陽礦業股份有限公司為所領臺濟採字第5138號礦區申請核定暨變更核定礦業用地環境影響說明書,說明書,通過審查,
B09,1050039A,環境部,萬達鑛業股份有限公司臺濟採字第5310號申請核定及更正核定礦業用地第二階段環境影響評估範疇界定,範疇界定,,已完成範疇界定
B09,1040911A,環境部,羅慶江所領臺濟採字第5647號礦業權申請核定礦業用地環境影響說明書,說明書,進入二階,1.本案依本署環評審查委員會決議與…
B09,1040311A,環境部,亞洲水泥股份有限公司所領臺濟採字第5640號礦區申請核定礦業用地環境影響說明書,說明書,退件/撤銷/駁回,本書件為修訂本，105.1.21開…
B09,1040151A,環境部,羅慶仁(代表人)等所領臺濟採字第5645號礦業權申請核定礦業用地案環境影響說明書,說明書,進入二階,1.本案依本署環評審查委員會決議與…
